 time            v(in)           v(out)         
 0.00000000e+00  0.00000000e+00  1.80000000e+00 
 1.00000000e-13  0.00000000e+00  1.80000000e+00 
 2.00000000e-13  0.00000000e+00  1.80000000e+00 
 4.00000000e-13  0.00000000e+00  1.80000000e+00 
 8.00000000e-13  0.00000000e+00  1.80000000e+00 
 1.60000000e-12  0.00000000e+00  1.80000000e+00 
 3.20000000e-12  0.00000000e+00  1.80000000e+00 
 6.40000000e-12  0.00000000e+00  1.80000000e+00 
 1.28000000e-11  0.00000000e+00  1.80000000e+00 
 2.28000000e-11  0.00000000e+00  1.80000000e+00 
 3.28000000e-11  0.00000000e+00  1.80000000e+00 
 4.28000000e-11  0.00000000e+00  1.80000000e+00 
 5.28000000e-11  0.00000000e+00  1.80000000e+00 
 6.28000000e-11  0.00000000e+00  1.80000000e+00 
 7.28000000e-11  0.00000000e+00  1.80000000e+00 
 8.28000000e-11  0.00000000e+00  1.80000000e+00 
 9.28000000e-11  0.00000000e+00  1.80000000e+00 
 1.02800000e-10  0.00000000e+00  1.80000000e+00 
 1.12800000e-10  0.00000000e+00  1.80000000e+00 
 1.22800000e-10  0.00000000e+00  1.80000000e+00 
 1.32800000e-10  0.00000000e+00  1.80000000e+00 
 1.42800000e-10  0.00000000e+00  1.80000000e+00 
 1.52800000e-10  0.00000000e+00  1.80000000e+00 
 1.62800000e-10  0.00000000e+00  1.80000000e+00 
 1.72800000e-10  0.00000000e+00  1.80000000e+00 
 1.82800000e-10  0.00000000e+00  1.80000000e+00 
 1.92800000e-10  0.00000000e+00  1.80000000e+00 
 2.02800000e-10  0.00000000e+00  1.80000000e+00 
 2.12800000e-10  0.00000000e+00  1.80000000e+00 
 2.22800000e-10  0.00000000e+00  1.80000000e+00 
 2.32800000e-10  0.00000000e+00  1.80000000e+00 
 2.42800000e-10  0.00000000e+00  1.80000000e+00 
 2.52800000e-10  0.00000000e+00  1.80000000e+00 
 2.62800000e-10  0.00000000e+00  1.80000000e+00 
 2.72800000e-10  0.00000000e+00  1.80000000e+00 
 2.82800000e-10  0.00000000e+00  1.80000000e+00 
 2.92800000e-10  0.00000000e+00  1.80000000e+00 
 3.02800000e-10  0.00000000e+00  1.80000000e+00 
 3.12800000e-10  0.00000000e+00  1.80000000e+00 
 3.22800000e-10  0.00000000e+00  1.80000000e+00 
 3.32800000e-10  0.00000000e+00  1.80000000e+00 
 3.42800000e-10  0.00000000e+00  1.80000000e+00 
 3.52800000e-10  0.00000000e+00  1.80000000e+00 
 3.62800000e-10  0.00000000e+00  1.80000000e+00 
 3.72800000e-10  0.00000000e+00  1.80000000e+00 
 3.82800000e-10  0.00000000e+00  1.80000000e+00 
 3.92800000e-10  0.00000000e+00  1.80000000e+00 
 4.02800000e-10  0.00000000e+00  1.80000000e+00 
 4.12800000e-10  0.00000000e+00  1.80000000e+00 
 4.22800000e-10  0.00000000e+00  1.80000000e+00 
 4.32800000e-10  0.00000000e+00  1.80000000e+00 
 4.42800000e-10  0.00000000e+00  1.80000000e+00 
 4.52800000e-10  0.00000000e+00  1.80000000e+00 
 4.62800000e-10  0.00000000e+00  1.80000000e+00 
 4.72800000e-10  0.00000000e+00  1.80000000e+00 
 4.82800000e-10  0.00000000e+00  1.80000000e+00 
 4.92800000e-10  0.00000000e+00  1.80000000e+00 
 5.02800000e-10  0.00000000e+00  1.80000000e+00 
 5.12800000e-10  0.00000000e+00  1.80000000e+00 
 5.22800000e-10  0.00000000e+00  1.80000000e+00 
 5.32800000e-10  0.00000000e+00  1.80000000e+00 
 5.42800000e-10  0.00000000e+00  1.80000000e+00 
 5.52800000e-10  0.00000000e+00  1.80000000e+00 
 5.62800000e-10  0.00000000e+00  1.80000000e+00 
 5.72800000e-10  0.00000000e+00  1.80000000e+00 
 5.82800000e-10  0.00000000e+00  1.80000000e+00 
 5.92800000e-10  0.00000000e+00  1.80000000e+00 
 6.02800000e-10  0.00000000e+00  1.80000000e+00 
 6.12800000e-10  0.00000000e+00  1.80000000e+00 
 6.22800000e-10  0.00000000e+00  1.80000000e+00 
 6.32800000e-10  0.00000000e+00  1.80000000e+00 
 6.42800000e-10  0.00000000e+00  1.80000000e+00 
 6.52800000e-10  0.00000000e+00  1.80000000e+00 
 6.62800000e-10  0.00000000e+00  1.80000000e+00 
 6.72800000e-10  0.00000000e+00  1.80000000e+00 
 6.82800000e-10  0.00000000e+00  1.80000000e+00 
 6.92800000e-10  0.00000000e+00  1.80000000e+00 
 7.02800000e-10  0.00000000e+00  1.80000000e+00 
 7.12800000e-10  0.00000000e+00  1.80000000e+00 
 7.22800000e-10  0.00000000e+00  1.80000000e+00 
 7.32800000e-10  0.00000000e+00  1.80000000e+00 
 7.42800000e-10  0.00000000e+00  1.80000000e+00 
 7.52800000e-10  0.00000000e+00  1.80000000e+00 
 7.62800000e-10  0.00000000e+00  1.80000000e+00 
 7.72800000e-10  0.00000000e+00  1.80000000e+00 
 7.82800000e-10  0.00000000e+00  1.80000000e+00 
 7.92800000e-10  0.00000000e+00  1.80000000e+00 
 8.02800000e-10  0.00000000e+00  1.80000000e+00 
 8.12800000e-10  0.00000000e+00  1.80000000e+00 
 8.22800000e-10  0.00000000e+00  1.80000000e+00 
 8.32800000e-10  0.00000000e+00  1.80000000e+00 
 8.42800000e-10  0.00000000e+00  1.80000000e+00 
 8.52800000e-10  0.00000000e+00  1.80000000e+00 
 8.62800000e-10  0.00000000e+00  1.80000000e+00 
 8.72800000e-10  0.00000000e+00  1.80000000e+00 
 8.82800000e-10  0.00000000e+00  1.80000000e+00 
 8.92800000e-10  0.00000000e+00  1.80000000e+00 
 9.02800000e-10  0.00000000e+00  1.80000000e+00 
 9.12800000e-10  0.00000000e+00  1.80000000e+00 
 9.22800000e-10  0.00000000e+00  1.80000000e+00 
 9.32800000e-10  0.00000000e+00  1.80000000e+00 
 9.42800000e-10  0.00000000e+00  1.80000000e+00 
 9.52800000e-10  0.00000000e+00  1.80000000e+00 
 9.62800000e-10  0.00000000e+00  1.80000000e+00 
 9.72800000e-10  0.00000000e+00  1.80000000e+00 
 9.82800000e-10  0.00000000e+00  1.80000000e+00 
 9.92800000e-10  0.00000000e+00  1.80000000e+00 
 1.00000000e-09  0.00000000e+00  1.80000000e+00 
 1.00100000e-09  9.00000000e-04  1.80071005e+00 
 1.00300000e-09  2.70000000e-03  1.80196910e+00 
 1.00700000e-09  6.30000000e-03  1.80370583e+00 
 1.01500000e-09  1.35000000e-02  1.80538025e+00 
 1.02500000e-09  2.25000000e-02  1.80599606e+00 
 1.03500000e-09  3.15000000e-02  1.80614581e+00 
 1.04500000e-09  4.05000000e-02  1.80620344e+00 
 1.05500000e-09  4.95000000e-02  1.80624175e+00 
 1.06500000e-09  5.85000000e-02  1.80627822e+00 
 1.07500000e-09  6.75000000e-02  1.80631436e+00 
 1.08500000e-09  7.65000000e-02  1.80635205e+00 
 1.09500000e-09  8.55000000e-02  1.80639066e+00 
 1.10500000e-09  9.45000000e-02  1.80643076e+00 
 1.11500000e-09  1.03500000e-01  1.80647215e+00 
 1.12500000e-09  1.12500000e-01  1.80651492e+00 
 1.13500000e-09  1.21500000e-01  1.80655922e+00 
 1.14500000e-09  1.30500000e-01  1.80660486e+00 
 1.15500000e-09  1.39500000e-01  1.80665222e+00 
 1.16500000e-09  1.48500000e-01  1.80670092e+00 
 1.17500000e-09  1.57500000e-01  1.80675150e+00 
 1.18500000e-09  1.66500000e-01  1.80680345e+00 
 1.19500000e-09  1.75500000e-01  1.80685741e+00 
 1.20500000e-09  1.84500000e-01  1.80691279e+00 
 1.21500000e-09  1.93500000e-01  1.80697030e+00 
 1.22500000e-09  2.02500000e-01  1.80702930e+00 
 1.23500000e-09  2.11500000e-01  1.80709052e+00 
 1.24500000e-09  2.20500000e-01  1.80715329e+00 
 1.25500000e-09  2.29500000e-01  1.80721837e+00 
 1.26500000e-09  2.38500000e-01  1.80728506e+00 
 1.27500000e-09  2.47500000e-01  1.80735411e+00 
 1.28500000e-09  2.56500000e-01  1.80742483e+00 
 1.29500000e-09  2.65500000e-01  1.80749792e+00 
 1.30500000e-09  2.74500000e-01  1.80757271e+00 
 1.31500000e-09  2.83500000e-01  1.80764986e+00 
 1.32500000e-09  2.92500000e-01  1.80772869e+00 
 1.33500000e-09  3.01500000e-01  1.80780980e+00 
 1.34500000e-09  3.10500000e-01  1.80789248e+00 
 1.35500000e-09  3.19500000e-01  1.80797728e+00 
 1.36500000e-09  3.28500000e-01  1.80806344e+00 
 1.37500000e-09  3.37500000e-01  1.80815140e+00 
 1.38500000e-09  3.46500000e-01  1.80824034e+00 
 1.39500000e-09  3.55500000e-01  1.80833055e+00 
 1.40500000e-09  3.64500000e-01  1.80842108e+00 
 1.41500000e-09  3.73500000e-01  1.80851202e+00 
 1.42500000e-09  3.82500000e-01  1.80860225e+00 
 1.43500000e-09  3.91500000e-01  1.80869156e+00 
 1.44500000e-09  4.00500000e-01  1.80877852e+00 
 1.45500000e-09  4.09500000e-01  1.80886255e+00 
 1.46500000e-09  4.18500000e-01  1.80894179e+00 
 1.47500000e-09  4.27500000e-01  1.80901510e+00 
 1.48500000e-09  4.36500000e-01  1.80908000e+00 
 1.49500000e-09  4.45500000e-01  1.80913461e+00 
 1.50500000e-09  4.54500000e-01  1.80917561e+00 
 1.51500000e-09  4.63500000e-01  1.80920009e+00 
 1.52500000e-09  4.72500000e-01  1.80920362e+00 
 1.53500000e-09  4.81500000e-01  1.80918197e+00 
 1.54500000e-09  4.90500000e-01  1.80912929e+00 
 1.55500000e-09  4.99500000e-01  1.80903972e+00 
 1.56500000e-09  5.08500000e-01  1.80890572e+00 
 1.57500000e-09  5.17500000e-01  1.80871960e+00 
 1.58500000e-09  5.26500000e-01  1.80847196e+00 
 1.59500000e-09  5.35500000e-01  1.80815323e+00 
 1.60500000e-09  5.44500000e-01  1.80775222e+00 
 1.61500000e-09  5.53500000e-01  1.80725763e+00 
 1.62500000e-09  5.62500000e-01  1.80665677e+00 
 1.63500000e-09  5.71500000e-01  1.80593701e+00 
 1.64500000e-09  5.80500000e-01  1.80508455e+00 
